Teks;Kelas
Kementerian Perindustrian berkomitmen kuat untuk mewujudkan sistem birokrasi yang transparan, akuntabilitas, serta bebas dari praktek Korupsi, Kolusi, dan Nepotisme (KKN) Salah satu langkah yang dilakukan untuk mewujudkan hal tersebut adalah dengan terus berupaya mendorong pembangunan Zona Integritas menuju Wilayah Bebas dari Korupsi (WBK) serta Wilayah Birokrasi Bersih dan Melayani (WBBM) di seluruh satuan kerja (satker) yang ada;Pengumuman
  sobat kreatif semua! Balai Diklat Industri (BDI) Denpasar bekerja sama dengan PT Jitu Kreasi Utama, Kota Yogyakarta, kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 30 (Tiga Puluh) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 4 Februari hingga 10 Maret 2022 bertempat di Youth Center Yogyakarta, Sleman, Provinsi Daerah Istimewa Yogyakarta Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia penyuntingan Film Animasi, yuks buruan daftar! GRATIS! Terbatas untuk 24 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di : ;Pengumuman
Selamat Hari Pers Nasional, 9 Februari 2022 untuk insan pers di Tanah Air Terimakasih kepada para insan pers yang selama ini telah menyebarkan informasi dengan baik Semoga selalu sehat dan tetap produktif menyampaikan berita yang membangun Selamat Hari Pers Nasional 2022!;Pengumuman
BDI Denpasar Business Incubator mengadakan Business Talk dengan tema “Broaden Your Business Insight in Tourism Industry” yang menghadirkan Narasumber yaitu “Putu Surya Sudarmadi” yang merupakan Founder sekaligus CEO dari Guestpro dan “Bagus Putu Wahyu Nirmala” Co – founder dari RoamIn Indonesia Dalam Kegiatan ini narasumber akan sharing knowledge dan inspirasi bagaimana proses memulai bisnis dan hal – hal yang diperlukan dalam sebuah bisnis Diakhir kegiatan, peserta akan melakukan tanya jawab dengan pembicara pada kegiatan ini;Pengumuman
Balai Diklat Industri Denpasar pada hari Selasa, 2 23 November 2021 akan mengadakan kelas Diklat 3 in 1 “Junior Web Programmer Angkatan III” bekerjasama dengan Mitra Studio Tiga Serangkai Diklat diadakan selama 19 hari secara langsung di Laboratorium Komputer (LabKom) B Lantai 2, BDI Denpasar (tatap muka) Diklat ini bersifat gratis namun dengan kuota peserta yang terbatas;Pengumuman
Keluarga besar Balai Diklat Industri (BDI) Denpasar mengucapkan Selamat Merayakan Hari Natal 25 Desember 2021 bagi sobat kreatif yang merayakan Semoga damai Natal selalu menyertai langkah para sobat kreatif semua;Pengumuman
Balai Diklat Industri Denpasar tiap bulannya memilih siapa siapa saja aparatur yang berhak mendapat predikat “Employee of the Month” Kriteria pemilihannya dilihat dari berbagai aspek Mulai dari kedisiplinan, kepatuhan, tanggung jawab, sampai dengan integritas yang dimiliki oleh aparatur tersebut Untuk di bulan November yg lalu, predikat “Employee of the Month BDI Denpasar November 2021” diberikan kepada I Gusti Agung Egitha Satria Semoga dapat menjadi motivasi untuk meningkatkan hasil karyanya demi kemajuan BDI Denpasar dan industri animasi Indonesia;Pengumuman
Berbagai suka dan duka telah kita lalui dalam perjalanan di tahun 2021 Semua hal yang membentuk kita saat ini untuk selalu bersyukur dan menjadi lebih kuatDi tahun yang baru, segala doa dan harapan dipanjatkan dan segala hal yang baik semakin merapat Selamat #TahunBaru2022 Selalu jaga kesehatan dan tetap semangat dalam mengisi lembaran lembaran baru ya, Sobat kreatif;Pengumuman
Balai Diklat Industri (BDI) Denpasar berkesempatan untuk menerima kunjungan dari Dewan Komisaris PT Telkom Indonesia Dalam kunjungan kali ini, Dewan Komisaris Telkom Bapak Marcelino Pandin beserta GM Witel Denpasar beserta jajaran disambut oleh Kepala BDI Denpasar Ibu Zya Labiba beserta tim dari Inkubasi Bisnis Tohpati;Pengumuman
BDI Denpasar Business Incubator mengadakan Business Talk dengan tema “E plore Business Idea & Insight in Digital Health Industry” yang menghadirkan Narasumber yaitu “Nova Ariyanto Jono” yang merupakan Co  Founder sekaligus CEO dari Psikologimu dan “Made Dwi Putra Wijaya” yang merupakan Koordinator dari BDI Denpasar Business Incubator Dalam Kegiatan ini narasumber akan sharing knowledge dan inspirasi bagaimana proses memulai bisnis dan hal – hal yang diperlukan dalam sebuah bisnis Diakhir kegiatan, peserta akan melakukan tanya jawab dengan pembicara pada kegiatan ini Tunggu Apalagi ! Ayo segera bergabung dengan mendaftarkan diri sekarang juga di link berikut ini :  ;Pengumuman
  sobat kreatif semua! Balai Diklat Industri (BDI) Denpasar bekerja sama dengan PT Spektrumedia Animation Studio, kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 30 (Tiga Puluh) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 7 Maret hingga 9 April 2022 bertempat di Balai Diklat Industri Denpasar, Provinsi Bali Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia penyuntingan Film Animasi, yuks buruan daftar! GRATIS! Terbatas untuk 24 pesertaDiklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di : ;Pengumuman
, sobat kreatif Siapa nih yang sudah menunggu pembukaan diklat 3 in 1 animasi di Cimahi, Yogyakarta dan Jakarta? Simak postingan ini ya ;Pengumuman
Menyambut awal tahun 2022, Balai Diklat Industri (BDI) Denpasar mengadakan rapat koordinasi pegawai pada awal TA 2022 Pada kegiatan tersebut, masing masing koordinator kegiatan dan Kepala Subbagian Tata Usaha menyampaikan rencana rencana program kegiatan yang akan dijalankan pada TA 2022 Selain itu, juga terdapat pemaparan inovasi dari 2 (dua) orang CPNS BDI Denpasar sebagai hasil dari Pelatihan Dasar (Latsar) CPNS Pada kesempatan ini, Kepala BDI Denpasar Ibu Zya Labiba menyampaikan pohon harapan yang telah ditulis oleh para pegawai, serta target target apa saja yang harus dicapai oleh BDI Denpasar pada tahun 2022;Pengumuman
Selamat kepada peserta Tohpati Talent Camp Kelas Smartphone Videography Bagi yang belum lolos jangan berkecil hati ya;Pengumuman
Balai Diklat Industri (BDI) Denpasar bekerja sama dengan Dinas Perindustrian dan Tenaga Kerja Kabupaten Klungkung, Provinsi Bali kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 6 (Enam) hari pelatihan, mulai dari tanggal 29 November sampai dengan 4 Desember 2021 bertempat di Balai Diklat Industri Denpasar, Denpasar Timur, Bali Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia Sosial Media Marketing, yuks buruan daftar! GRATIS! Terbatas untuk 24 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di  ;Pengumuman
Keluarga Besar Balai Diklat Industri Denpasar mengucapkan Selamat Memperingati Nabi Muhammad SAW 27 Rajab 1443 Hijriah Semoga syafaat Nabi Muhammad SAW selalu menyertai setiap umatnya dimanapun mereka berada;Pengumuman
  sobat kreatif semua! Balai Diklat Industri (BDI) Denpasar bekerja sama dengan Nusaedu Digital Creative School Cimahi, Jawa Barat kembali mengadakan Diklat secara 3 in 1 Diklat ini rencananya akan diselenggarakan secara offline (tatap muka) selama 28 (Dua Puluh Delapan) hari pelatihan (sudah termasuk kegiatan Uji Kompetensi Diklat 3 in 1), mulai dari tanggal 1 Maret hingga 1 April 2022 bertempat di Cimahi Technopark, Jawa Barat Diklat 3 in 1 ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia animasi 3 Dimensi, yuks buruan daftar! GRATIS! Terbatas untuk 25 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di : ;Pengumuman
, sobat kreatif Siapa nih yang sudah menunggu pembukaan diklat 3 in 1 animasi di Denpasar dan Makassar ? Simak postingan ini ya ;Pengumuman
Buat sobat sobat semua yang mempunyai passion di dunia animasi 3 Dimensi, yuks buruan daftar! GRATIS! Terbatas untuk 24 peserta Diklat 3 in 1 ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera di : ;Pengumuman
  sobat kreatif semua! Siapa yang kemarin tanya tanya mimin kapan ada workshop lagi di Balai Diklat Industri Denpasar? Mimin mau kasih info nih  Workshop “Membuat Sign Board Laser Cut” kembali dibuka Workshop ini rencananya akan diselenggarakan secara offline (tatap muka) selama 2 (dua) hari, 15 16 November 2021 bertempat di BIKIN Makerspace, BDI Denpasar Workshop ini GRATIS dan KUOTA TERBATAS ya Sob! Buat sobat sobat semua yang mempunyai passion di dunia digital, yuks buruan daftar! GRATIS! Terbatas untuk 16 peserta Workshop ini bersifat gratis namun dengan kuota peserta yang terbatas Jadi, ayo daftar segera;Pengumuman
Kunjungan Dewan Komisaris Telkom ke BDI Denpasar Pada Sabtu (18/12), Balai Diklat Industri (BDI) Denpasar berkesempatan untuk menerima kunjungan dari Dewan Komisaris PT Telkom Indonesia Dalam kunjungan kali ini, Dewan Komisaris Telkom Bapak Marcelino Pandin beserta GM Witel Denpasar beserta jajaran disambut oleh Kepala BDI Denpasar Ibu Zya Labiba beserta tim dari Inkubasi Bisnis Tohpati Kunjungan tersebut dilaksanakan dalam rangka untuk meninjau perkembangan kerjasama antara Telkom dengan BDI Denpasar melalui IndigoSpace Denpasar Diharapkan dengan adanya kunjungan ini, sinergitas antara BDI Denpasar dan IndigoSpace Denpasar dapat meningkat ke depannya;Agenda
Webinar Digital Health BDI Denpasar Business Incubator mengadakan Business Talk dengan tema “E plore Business Idea & Insight in Digital Health Industry” yang menghadirkan Narasumber yaitu “Nova Ariyanto Jono” yang merupakan Co  Founder sekaligus CEO dari Psikologimu dan “Made Dwi Putra Wijaya” yang merupakan Koordinator dari BDI Denpasar Business Incubator Dalam Kegiatan ini narasumber akan sharing knowledge dan inspirasi bagaimana proses memulai bisnis dan hal – hal yang diperlukan dalam sebuah bisnis Diakhir kegiatan, peserta akan melakukan tanya jawab dengan pembicara pada kegiatan ini Workshop akan dilaksanakan pada : Hari dan Tanggal : Jumat, 25 Februari 2022 Pukul : 1000 – 1130 Live on Zoom Meeting Tunggu Apalagi ! Ayo segera bergabung dengan mendaftarkan diri sekarang juga di link berikut ini :  ;Teaching Factory
SELAMAT BDI DENPASAR ATAS PERAIHAN PENGHARGAAN WBK Ada kabar gembira nih di penghujung tahun 2021! Atas kerja keras dan komitmen bersama dari semua pihak, Balai Diklat Industri (BDI) Denpasar berhasil mendapatkan penghargaan Wilayah Bebas dari Korupsi (WBK) dari Kementerian Pendayagunaan Aparatur Negara dan Reformasi Birokrasi Reformasi Birokrasi (KemenPAN RB) Selamat BDI Denpasar! Making Change, Making History! Totalitas Tanpa Batas, Melayani dari Hati!;Kabar Insan Oke 
Selamat Hari Pers Nasional   9 Februari 2022 Selamat Hari Pers Nasional, 9 Februari 2022 untuk insan pers di Tanah Air Terimakasih kepada para insan pers yang selama ini telah menyebarkan informasi dengan baik Semoga selalu sehat dan tetap produktif menyampaikan berita yang membangun Selamat Hari Pers Nasional 2022!;Kabar Insan Oke 
Webinar NFT Digital Asset – E plore Business Idea & Insight in Digital Industry BDI Denpasar Business Incubator mengadakan Business Talk dengan tema “E plore Business Idea & Insight in Digital Industry” yang menghadirkan Narasumber yaitu “Prasetyo Budiman” yang merupakan Founder sekaligus CEO dari SuperlativeSS dan “Rhein Mahatma” yang merupakan Co – Founder Kolektibelcom & Wakil Ketua Yayasan Ve anium Dalam Kegiatan ini narasumber akan sharing knowledge dan inspirasi bagaimana proses memulai bisnis dan hal – hal yang diperlukan dalam sebuah bisnis Diakhir kegiatan, peserta akan melakukan tanya jawab dengan pembicara pada kegiatan ini Workshop akan dilaksanakan pada : Tanggal  : 11 Maret 2022 Jam: 1000 – 1130 WITA Lokasi : Live on Zoom Meeting Tunggu Apalagi ! Ayo segera bergabung dengan mendaftarkan diri sekarang juga di link berikut ini   ;Teaching Factory
G20 INDONESIA 2022   4 Fakta Menarik Sektor Industri Di Presidensi G20 Indonesia 2022 Pandemi Covid 19 menyebabkan industri di dunia mengalami perlambatan pertumbuhan yang mengakibatkan gangguan aktivitas ekonomi global ndonesia sebagai Presidensi G20, memanfaatkan momen ini dengan mengajak anggota G20 agar dapat berkolaborasi mengatasi tantangan akibat pandemi, serta merumuskan strategi bersama untuk mencapai industrialisasi yang inklusif dan berkelanjutan sehingga menciptakan ekonomi yang lebih kuat dan tangguh dalam dalam menghadapi krisis Kemenperin akan menjadi tuan rumah pertama pertemuan #TIIWG pada tanggal 29 – 31 Maret 2022 di Solo, Jawa Tengah Salah satu pembahasan pada #TIIWGSolo adalah penerapan #industri40 yang akan mendorong terjadinya percepatan transformasi digital dan inovasi di sektor industri sehingga dapat meningkatkan nilai tambah, produktivitas serta efisiensi industri Apa yang menjadi fakta menarik sektor industri di Presidensi G20 Indonesia 2022? Geser ke kiri untuk informasi lengkapnya yuk sobat!;Teaching Factory
Webinar Digital Tourism BDI Denpasar Business Incubator mengadakan Business Talk dengan tema “Broaden Your Business Insight in Tourism Industry” yang menghadirkan Narasumber yaitu “Putu Surya Sudarmadi” yang merupakan Founder sekaligus CEO dari Guestpro dan “Bagus Putu Wahyu Nirmala” Co – founder dari RoamIn IndonesiaDalam Kegiatan ini narasumber akan sharing knowledge dan inspirasi bagaimana proses memulai bisnis dan hal – hal yang diperlukan dalam sebuah bisnis Diakhir kegiatan, peserta akan melakukan tanya jawab dengan pembicara pada kegiatan ini Workshop akan dilaksanakan pada : Hari dan Tanggal : Jumat, 11 Februari 2022 Pukul : 0900 – 1130 Wita Live on Zoom Meeting Jl WR Supratman No302 Tohpati Denpasar Bali Tunggu Apalagi ! Ayo segera bergabung dengan mendaftarkan diri sekarang juga di link berikut ini :  ;Teaching Factory
Character Building Startup BDI Denpasar 2021 Untuk membentuk sebuah tim yang tangguh, tidak hanya ditentukan oleh faktor dari luar tetapi juga dari dalam kekuatan personal tim itu sendiri Oleh karena itu, dalam rangka membentuk personal personal dalam tim yang lebih berkarakter, baik fisik, mental, emosional maupun motivasi diri, Balai Diklat Industri (BDI) Denpasar melalui Inkubasi Bisnis Tohpati menyelenggarakan Character Building Startup pada Selasa (21/12) Kegiatan tersebut diikuti oleh sejumlah tenant binaan serta para startup yang berada di BDI Denpasar Harapannya, dengan adanya kegiatan Character Building ini, para tenant dan startup yang berada di lingkungan BDI Denpasar dapat menjadi tim yang lebih solid lagi ke depannya;Teaching Factory
Webinar Digital Health – E plore Business Idea & Insight in Digital Health Industry BDI Denpasar Business Incubator mengadakan Business Talk dengan tema “E plore Business Idea & Insight in Digital Health Industry” yang menghadirkan Narasumber yaitu “Nova Ariyanto Jono” yang merupakan Co  Founder sekaligus CEO dari Psikologimu dan “Made Dwi Putra Wijaya” yang merupakan Koordinator dari BDI Denpasar Business Incubator Dalam Kegiatan ini narasumber akan sharing knowledge dan inspirasi bagaimana proses memulai bisnis dan hal – hal yang diperlukan dalam sebuah bisnis Diakhir kegiatan, peserta akan melakukan tanya jawab dengan pembicara pada kegiatan ini Workshop akan dilaksanakan pada : Hari dan Tanggal : Jumat, 25 Februari 2022 Pukul : 1000 – 1130 WITA Live on Zoom Meeting Tunggu Apalagi ! Ayo segera bergabung dengan mendaftarkan diri sekarang juga di link berikut ini :  ;Teaching Factory
Dorong Pembangunan Zona Integritas, Irjen Kemenperin Kunjungi BDI Denpasar Kementerian Perindustrian berkomitmen kuat untuk mewujudkan sistem birokrasi yang transparan, akuntabilitas, serta bebas dari praktek Korupsi, Kolusi, dan Nepotisme (KKN) Salah satu langkah yang dilakukan untuk mewujudkan hal tersebut adalah dengan terus berupaya mendorong pembangunan Zona Integritas menuju Wilayah Bebas dari Korupsi (WBK) serta Wilayah Birokrasi Bersih dan Melayani (WBBM) di seluruh satuan kerja (satker) Sejak tahun 2015, Kemenperin telah menjalankan serangkaian langkah strategis dalam membangun Zona Integritas untuk mewujudkan perubahan menuju good and clean governance Pada tahun 2021 yang lalu, Kemenperin mengusulkan kepada KemenPAN RB sebanyak 14 satuan kerja untuk memperoleh predikat WBBM dan 17 satuan kerja untuk mendapatkan predikat WBK, termasuk BDI Denpasar “Hal ini sesuai dengan arahan Bapak Menteri Perindustrian, Agus Gumiwang Kartasasmita yang selalu menekankan komitmen untuk memperbaiki jajaran birokrasi yang bersih, produktif dan akuntabel,” tuturnya Pada kesempatan ini juga, Zya Labiba juga menjelaskan bahwa BDI Denpasar sedang menjajaki kerjasama dengan Apple Academy untuk mendukung pengembangan program pelatihan di bidang pengembangan aplikasi, khususnya IOS yang memiliki pangsa pasar cukup luas di tanah air;Kabar Insan Oke 
